1613069594.019718000	76
1613069594.054896000	105
1613069594.062324000	68
1613069594.077420000	68
1613069594.077771000	72
1613069594.142833000	125
1613069594.165877000	76
1613069594.200426000	68
1613069594.205307000	68
1613069594.208617000	105
1613069594.229293000	68
1613069594.244276000	68
1613069594.261249000	2868
1613069594.274147000	1468
1613069594.274191000	1468
1613069594.275056000	2868
1613069594.276334000	2868
1613069594.277249000	1468
1613069594.277275000	1468
1613069594.286577000	1468
1613069594.287348000	1468
1613069594.287989000	1468
1613069594.289206000	1468
1613069594.309013000	1468
1613069594.310197000	1468
1613069594.310837000	1468
1613069594.311799000	1468
1613069594.312539000	2868
1613069594.313505000	1468
1613069594.314832000	1468
1613069594.315842000	1468
1613069594.316478000	1468
1613069594.317429000	1468
1613069594.318579000	1468
1613069594.319470000	1468
1613069594.320901000	2868
1613069594.321517000	1468
1613069594.323598000	1468
1613069594.324491000	1468
1613069594.325929000	1468
1613069594.326901000	1468
1613069594.327531000	1468
1613069594.328520000	1468
1613069594.329634000	1468
1613069594.330484000	1468
1613069594.354789000	1468
1613069594.356618000	1468
1613069594.357529000	1468
1613069594.358503000	1468
1613069594.359580000	1468
1613069594.360513000	2868
1613069594.361482000	1468
1613069594.362825000	1468
1613069594.363826000	1468
1613069594.365587000	1468
1613069594.366475000	1468
1613069594.367569000	1468
1613069594.368515000	1468
1613069594.369451000	1468
1613069594.370565000	1468
1613069594.371540000	1468
1613069594.372447000	1468
1613069594.373538000	1468
1613069594.375593000	1468
1613069594.376501000	1468
1613069594.377488000	1468
1613069594.378573000	1468
1613069594.380443000	1468
1613069594.381551000	1468
1613069594.382480000	1468
1613069594.383574000	1468
1613069594.385451000	1468
1613069594.386528000	1468
1613069594.420535000	1468
1613069594.421479000	1468
1613069594.422456000	1468
1613069594.423535000	1468
1613069594.424548000	1468
1613069594.425860000	1468
1613069594.426885000	1468
1613069594.427482000	2868
1613069594.428576000	1468
1613069594.429487000	1468
1613069594.430842000	1468
1613069594.431861000	1468
1613069594.432461000	1468
1613069594.433532000	1468
1613069594.434502000	1468
1613069594.435477000	1468
1613069594.436582000	1468
1613069594.437531000	1468
1613069594.438802000	1468
1613069594.440516000	1468
1613069594.441601000	1468
1613069594.442505000	1468
1613069594.443461000	1468
1613069594.444521000	1468
1613069594.445487000	1468
1613069594.446481000	1468
1613069594.447533000	1468
1613069594.448444000	1468
1613069594.449518000	1468
1613069594.450488000	1468
1613069594.451400000	1468
1613069594.480523000	1468
1613069594.481839000	1468
1613069594.482578000	1468
1613069594.483478000	1468
1613069594.484433000	1468
1613069594.485877000	1468
1613069594.486796000	1468
1613069594.487437000	1468
1613069594.490574000	1468
1613069594.491541000	1468
1613069594.492452000	1468
1613069594.493546000	1468
1613069594.494524000	1468
1613069594.495441000	1468
1613069594.496523000	1468
1613069594.497494000	1468
1613069594.498567000	1468
1613069594.499499000	1468
