1613070885.525615000	76
1613070885.559048000	68
1613070885.559604000	105
1613070885.575958000	68
1613070885.581679000	72
1613070885.641767000	125
1613070885.661582000	76
1613070885.681212000	68
1613070885.694611000	105
1613070885.700008000	68
1613070885.715088000	68
1613070885.723525000	1468
1613070885.745099000	4268
1613070885.746070000	2868
1613070885.747290000	4268
1613070885.747592000	1468
1613070885.750584000	1468
1613070885.764891000	1468
1613070885.778026000	1468
1613070885.778061000	1468
1613070885.779013000	2868
1613070885.779032000	1468
1613070885.787502000	1468
1613070885.787603000	1468
1613070885.788560000	1468
1613070885.789529000	2868
1613070885.790531000	1468
1613070885.790621000	1468
1613070885.791529000	1468
1613070885.791569000	1468
1613070885.792655000	2868
1613070885.793606000	2868
1613070885.794681000	1468
1613070885.794704000	1468
1613070885.797537000	2868
1613070885.798337000	1468
1613070885.799274000	1468
1613070885.800216000	1468
1613070885.801321000	1468
1613070885.802533000	1468
1613070885.803271000	2868
1613070885.804357000	1468
1613070885.805312000	1468
1613070885.806218000	1468
1613070885.834616000	1468
1613070885.835640000	1468
1613070885.835677000	1468
1613070885.836599000	1468
1613070885.837572000	2868
1613070885.838626000	1468
1613070885.839539000	1468
1613070885.839565000	1468
1613070885.840514000	1468
1613070885.841610000	2868
1613070885.842488000	1468
1613070885.843585000	1468
1613070885.843623000	1468
1613070885.844545000	1468
1613070885.845165000	1468
1613070885.846274000	2868
1613070885.847395000	1468
1613070885.848387000	1468
1613070885.849285000	1468
1613070885.849310000	1468
1613070885.850249000	1468
1613070885.851198000	1468
1613070885.852276000	1468
1613070885.853246000	1468
1613070885.854202000	1468
1613070885.854259000	1468
1613070885.855302000	1468
1613070885.897309000	1468
1613070885.898576000	1468
1613070885.898601000	1468
1613070885.899676000	4268
1613070885.907583000	1468
1613070885.916676000	2868
1613070885.917585000	2868
1613070885.918547000	1468
1613070885.918564000	1468
1613070885.919607000	4268
1613070885.921527000	2868
1613070885.922611000	4268
1613070885.922628000	1468
1613070885.923584000	2868
1613070885.924659000	1468
1613070885.925645000	1468
1613070885.926261000	2868
1613070885.927310000	1468
1613070885.928218000	1468
1613070885.929194000	1468
1613070885.930320000	1468
1613070885.933245000	1468
1613070885.934208000	1468
1613070885.935639000	1468
1613070885.936264000	1468
1613070885.936354000	1468
1613070885.937199000	1468
1613070885.938606000	1468
1613070885.963489000	1468
1613070885.964615000	1468
1613070885.965259000	1468
1613070885.973249000	1468
1613070885.974195000	2868
1613070885.975286000	1468
1613070885.976317000	1468
1613070885.977501000	2868
1613070885.978566000	1468
1613070885.979540000	1468
1613070885.979570000	1468
1613070885.980512000	1468
1613070885.981305000	2868
1613070885.982388000	1468
1613070885.983384000	1468
1613070885.984261000	2868
1613070885.985221000	1468
1613070885.986356000	1468
1613070885.987262000	2868
1613070885.988224000	1468
1613070885.989603000	1468
1613070885.990260000	1468
1613070885.991224000	1468
1613070885.992325000	2868
1613070885.993539000	1468
1613070885.994168000	1468
1613070886.023279000	1468
1613070886.024675000	1468
1613070886.025637000	1468
1613070886.025652000	1468
1613070886.026271000	1468
1613070886.027639000	1468
1613070886.028624000	1468
1613070886.029510000	2868
1613070886.030605000	1468
1613070886.031224000	1468
1613070886.032185000	1468
1613070886.032202000	1468
1613070886.033575000	1468
1613070886.034657000	1468
1613070886.035289000	1468
1613070886.036361000	2868
1613070886.037288000	1468
1613070886.038255000	1468
1613070886.039569000	1468
1613070886.040332000	2868
1613070886.041371000	1468
1613070886.042271000	1468
1613070886.043352000	1468
1613070886.044608000	1468
1613070886.045257000	1468
1613070886.046197000	1468
1613070886.047271000	1468
1613070886.048277000	2868
1613070886.049502000	1468
1613070886.050667000	1468
1613070886.051284000	1468
1613070886.080542000	1468
1613070886.081162000	1468
1613070886.082575000	2868
1613070886.083513000	1468
1613070886.084616000	1468
1613070886.085572000	1468
1613070886.086547000	1468
1613070886.086597000	1468
1613070886.087642000	1468
1613070886.088591000	2868
1613070886.089642000	2868
1613070886.090626000	1468
1613070886.091307000	1468
1613070886.092665000	2868
1613070886.093268000	1468
1613070886.094542000	1468
1613070886.095304000	2868
1613070886.096223000	1468
1613070886.097195000	1468
1613070886.098273000	1468
1613070886.099259000	2868
1613070886.100314000	1468
1613070886.101224000	1468
1613070886.102624000	1468
