1613070627.499683000	76
1613070627.524074000	68
1613070627.529563000	105
1613070627.547193000	68
1613070627.552447000	72
1613070627.615331000	125
1613070627.638689000	76
1613070627.672114000	68
1613070627.677074000	68
1613070627.682501000	105
1613070627.700170000	68
1613070627.715070000	68
1613070627.732007000	2868
1613070627.745034000	1468
1613070627.745052000	1468
1613070627.745954000	1468
1613070627.745967000	1468
1613070627.746871000	1468
1613070627.746891000	1468
1613070627.747834000	1468
1613070627.747854000	1468
1613070627.755029000	1468
1613070627.756723000	1468
1613070627.757618000	1468
1613070627.758607000	1468
1613070627.777650000	1468
1613070627.779043000	1468
1613070627.779500000	1468
1613070627.779516000	1468
1613070627.780482000	1468
1613070627.781215000	1468
1613070627.782634000	1468
1613070627.783628000	1468
1613070627.783648000	1468
1613070627.784704000	1468
1613070627.785535000	1468
1613070627.786254000	1468
1613070627.787192000	1468
1613070627.788204000	1468
1613070627.789651000	1468
1613070627.790277000	1468
1613070627.791240000	1468
1613070627.792329000	1468
1613070627.793588000	1468
1613070627.794215000	1468
1613070627.795297000	1468
1613070627.796210000	1468
1613070627.797170000	1468
1613070627.799172000	1468
1613070627.823197000	1468
1613070627.825231000	1468
1613070627.826194000	1468
1613070627.827305000	1468
1613070627.828261000	1468
1613070627.832215000	1468
1613070627.833513000	1468
1613070627.835513000	1468
1613070627.836204000	1468
1613070627.837293000	1468
1613070627.838544000	1468
1613070627.839180000	1468
1613070627.840611000	1468
1613070627.841235000	1468
1613070627.842206000	1468
1613070627.843350000	1468
1613070627.844262000	1468
1613070627.845522000	1468
1613070627.846330000	1468
1613070627.848337000	1468
1613070627.849285000	1468
1613070627.850231000	1468
1613070627.851206000	1468
1613070627.853177000	1468
1613070627.854181000	1468
1613070627.855272000	1468
1613070627.856311000	1468
1613070627.858272000	1468
1613070627.859321000	1468
1613070627.860326000	1468
1613070627.861243000	1468
1613070627.863299000	1468
1613070627.892343000	1468
1613070627.893306000	1468
1613070627.894214000	1468
1613070627.895288000	1468
1613070627.902190000	1468
1613070627.903283000	1468
1613070627.904193000	1468
1613070627.905286000	1468
1613070627.906257000	1468
1613070627.907336000	1468
1613070627.908576000	2868
1613070627.909219000	1468
1613070627.910564000	1468
1613070627.911309000	1468
1613070627.912290000	1468
1613070627.913185000	1468
1613070627.914280000	1468
1613070627.915363000	1468
1613070627.916334000	1468
1613070627.917248000	1468
1613070627.918229000	1468
1613070627.919286000	1468
1613070627.920183000	1468
1613070627.921283000	1468
1613070627.922252000	1468
1613070627.923230000	1468
1613070627.924311000	1468
1613070627.925239000	1468
1613070627.926204000	1468
1613070627.927285000	1468
1613070627.929354000	1468
1613070627.930314000	1468
1613070627.931242000	1468
1613070627.960208000	1468
1613070627.961306000	1468
1613070627.962282000	1468
1613070627.963242000	1468
1613070627.964626000	2868
1613070627.965597000	1468
1613070627.966233000	1468
1613070627.967318000	1468
1613070627.968578000	1468
1613070627.969250000	2868
